,name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
348,tere bina,6vp8XQXRrZT2Df4DbOD8Bf,0.626,0.696,11,-6.528,0,0.0787,0.176,0.047,0.106,0.473,99.869
349,Liar,0b4PmGxMzWWx7NMrLJwFRR,0.553,0.789,11,-4.584,0,0.058,0.00949,0.00712,0.499,0.392,124.937
350,Sucker,7GkRHYWICZkbMOWSI2eC9W,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021
351,Naina,2pEkvZNzEUl7BkdYzoSDtk,0.442,0.888,0,-4.386,1,0.0477,0.0544,0.0,0.0935,0.688,122.779
352,Paas Aao Na - 1 Min Music,6CtG9iggq8Dj0J2fcDVXtZ,0.705,0.718,2,-8.457,1,0.0487,0.391,0.00823,0.502,0.456,120.031
353,La La La (Reprise),7balFi00yOQ69MONLJNVkO,0.765,0.979,2,-4.112,1,0.0609,0.0305,0.581,0.125,0.801,125.991
354,"Mere Sohneya (From ""Kabir Singh"")",7sJQv0LRPgM2xCkkdWOlyj,0.376,0.643,9,-5.713,1,0.0411,0.558,0.0,0.217,0.646,136.228
355,Rafu,53MF9dsgeuCmGNk4YlGAts,0.399,0.651,9,-11.201,0,0.0364,0.033,0.000997,0.179,0.259,78.999
356,Yaara Teri Yaari,5DUDLaokWUsRbU8XLuQM2y,0.491,0.665,7,-5.335,1,0.0386,0.532,4.36e-06,0.12,0.266,160.03
357,Love Mashup 2019,12TuIypC6Im9HYL2zNd4HD,0.52,0.623,10,-7.355,0,0.0383,0.421,4.09e-05,0.147,0.147,89.834
358,"Humraah (From ""Malang - Unleash The Madness"")",4xmkpE1Si5JL7NFxWrhV0S,0.468,0.854,11,-3.932,0,0.059,0.176,0.0,0.126,0.277,155.867
359,Psycho,3IyziM0cSPmHfTLH3dB8Dw,0.768,0.976,2,-3.922,1,0.257,0.0481,0.0,0.172,0.514,126.018
360,Tera Ghata,0JBhoxPKHJc1ZeJrjSt0VO,0.718,0.573,1,-7.309,0,0.0451,0.458,0.00533,0.0953,0.686,180.043
361,"Malang (Title Track) [From ""Malang - Unleash The Madness",25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,7,-6.503,0,0.0623,0.329,1.85e-05,0.329,0.311,156.396
362,Kaash Aisa Hota,32IjXlRFxNtJ4eMhKAUrSX,0.449,0.391,7,-9.559,0,0.0312,0.851,0.0,0.106,0.266,74.856
363,CANDY (Hindi),5GeqE3hPE9ld9RNhYm3qec,0.71,0.8,11,-7.881,0,0.0616,0.0166,0.0,0.198,0.155,101.04
364,Shayad Yahi To Pyar Hai,0Y4yEiDOL63Z8ePK3HSQvg,0.265,0.461,1,-10.391,1,0.0603,0.705,0.000119,0.164,0.406,71.313
365,Bumro,5EGJ7e7frJjYja6H4afzoT,0.723,0.571,1,-10.22,1,0.0572,0.21,0.334,0.133,0.185,115.518
366,Yaara,5U9WCZMtC4X1ji3kjLK31e,0.663,0.787,2,-3.165,0,0.0792,0.066,0.0,0.235,0.457,180.023
367,Asal Mein,0rMeOAvbQZ2RTG4B6L1M4p,0.656,0.551,8,-6.43,1,0.0299,0.721,1.26e-06,0.0947,0.329,114.106
368,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965
369,Aao Kabhi Haveli Pe,0sUAJpnEbHak1FDXATrt2p,0.971,0.785,5,-5.117,0,0.058,0.211,5.06e-05,0.0492,0.913,114.014
370,Wolves,33gwZOGJWEZ7dRWPqPxBEZ,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048
371,The Archer,3pHkh7d0lzM2AldUtz2x37,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344
372,This Feeling,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049
373,"Hawa Hawai 2.0 (From ""Tumhari Sulu"")",68pyYudVJIEOvr93rCYWSJ,0.794,0.781,6,-4.854,0,0.0536,0.05,0.0151,0.139,0.836,102.982
374,Mask Off Freestyle,0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062
375,Old Town Road,0F7FA14euOIX8KcbEturGH,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998
376,The Banjo Beat,28zuSOU9PyIcIDQc5zUQnv,0.837,0.709,1,-5.609,1,0.0726,0.126,0.747,0.385,0.827,129.968
377,Jalebi Baby (Tesher x Jason Derulo),6FvSS3Goz7OC8oCC2eWqe8,0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059
378,Invisible,1QQ1Dx8dcLgWvUaY5fk84y,0.682,0.836,2,-3.259,1,0.354,0.141,0.0383,0.0891,0.224,82.53
379,Uff Teri Adaa,0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,0.00536,5.82e-05,0.054,0.306,132.032
380,Socha Hai,7IjnfuMNfdrAXbefurdIIR,0.593,0.773,2,-5.591,1,0.0339,0.722,0.0,0.117,0.561,133.975
381,Stay,3qwQ3PEudWSXRaWbsJUUx5,0.763,0.846,5,-4.545,0,0.0468,0.0096,0.00803,0.0403,0.564,125.009
382,Somebody That I Used To Know,1qDrWA6lyx8cLECdZE7TV7,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059
383,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",6yvxu91deFKt3X1QoV6qMv,0.608,0.757,2,-6.945,1,0.164,0.259,0.00216,0.259,0.625,124.078
384,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875
385,City Slums (feat. DIVINE),6xzQ1uSk2Rzz6Xdf8xBnWn,0.777,0.796,5,-3.528,1,0.182,0.00387,1.24e-05,0.0852,0.768,166.97
386,"Kudi Nu Nachne De (From ""Angrezi Medium"")",4YIhJmihoXwjtbY4vsV9Nh,0.834,0.688,9,-7.494,1,0.0653,0.175,0.0,0.174,0.876,117.949
387,Dance Ka Bhoot,5OcGETO7eEKjKme4gm0r7y,0.632,0.929,6,-5.297,1,0.128,0.0503,0.0,0.271,0.584,136.008
388,Silence,2JuMJK7tksNxi9EZ1fz1hq,0.929,0.521,8,-9.863,1,0.0538,0.739,0.187,0.132,0.749,124.009
389,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",57jOEZtoLQK4zF2x55bdkp,0.718,0.382,7,-8.237,1,0.0466,0.585,0.0,0.128,0.499,87.029
390,Aashiyan,7mxqlzdKL1nmjqEWpU0A0O,0.641,0.851,7,-10.711,1,0.0427,0.00305,0.227,0.229,0.753,129.989
391,Mama (feat. Ellie Goulding),3WDIhWoRWVcaHdRwMEHkkS,0.737,0.714,1,-6.138,0,0.0367,0.225,3.79e-06,0.267,0.608,102.046
392,Hey Brother,4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
393,Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803
394,Agar Tum Saath Ho,3hkC9EHFZNQPXrtl8WPHnX,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925
395,Param Sundari,6V2gfu2CZWM84HaLdw8swM,0.528,0.218,7,-13.006,1,0.191,0.918,0.0,0.135,0.754,167.676
396,History,16dPu3OJeeLvGpGwKDdNHI,0.511,0.55,9,-8.954,1,0.0286,0.161,2.38e-05,0.281,0.0727,90.986
397,"How Far I\'ll Go - From ""Moana""",1ERshJBUZysordGDZr5B3t,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72
398,Raatein,2tsIWi4o3Nkbq4yF9OPNg9,0.52,0.408,2,-11.099,1,0.0311,0.644,0.0558,0.128,0.173,94.991
399,Sun Toh,3Z6AUy70LGDKESyzVA0XwT,0.638,0.721,0,-9.645,1,0.0624,0.13,0.0225,0.0974,0.57,134.969
400,Nit Nit,6r2jK1A6oFRPREZfxjc5d1,0.601,0.695,10,-5.811,0,0.395,0.0213,8.46e-06,0.368,0.306,101.564
401,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",3qrdLVOClRU4yPkcXZ7c5u,0.701,0.638,6,-3.711,1,0.302,0.492,0.0,0.153,0.813,177.867
402,"Darasal (From ""Raabta"")",3OZLwCFeWOCFHTlIIrwzmO,0.705,0.422,0,-7.375,1,0.0299,0.793,0.0,0.0895,0.484,117.949
403,Sang Rahiyo,45PA9lW7U5LYnlpGrdTyHY,0.634,0.529,10,-11.374,1,0.0248,0.794,0.0002,0.0567,0.409,94.014
404,Kasoor,08kTa3SL9sV6Iy8KLKtGql,0.558,0.497,8,-7.175,1,0.0256,0.0285,5.36e-06,0.0799,0.444,107.047
405,Zehnaseeb,60qCUp3iLVIVCiZWpOIy0e,0.264,0.567,7,-7.542,1,0.0971,0.555,0.0,0.416,0.303,77.393
406,Jeet,7kl1KAzW5O4gOAesaHxiq0,0.569,0.6,8,-9.917,1,0.037,0.652,6.44e-05,0.124,0.471,92.038
407,Kya Karoon?,4Yp8zw7b35bheMVTp39o5O,0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014
408,"Ranjha (From ""Shershaah"")",72zHuDxFQTjbL51qJQSA7j,0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941
409,Waqt Ki Baatein,0cJTjTH3XVTTJh8F4Uq1db,0.556,0.202,4,-16.397,1,0.0324,0.915,0.0381,0.112,0.2,145.017
410,Naina's Theme (Instrumental),4k0jCFIvIN29JO4IGUjFiY,0.342,0.205,11,-13.864,0,0.0319,0.941,0.823,0.208,0.122,150.047
411,Rihaayi De,5C10OXEl9FAz4hcktww0le,0.475,0.336,7,-13.157,1,0.0323,0.731,0.000346,0.262,0.215,119.856
412,Yeh Jaane Kaisa Raaz Hai,3oOS9fuJ4tfu533xytOGLt,0.408,0.134,4,-14.47,0,0.0475,0.835,8.05e-06,0.108,0.246,168.031
413,Falling Like The Stars,395KzBy0bkb57dEvg6cfzJ,0.552,0.347,6,-9.542,1,0.0303,0.79,2.15e-06,0.111,0.173,113.809
414,Complicated (feat. Kiiara),1pAvAiQK7naCXyhkcRQAZl,0.416,0.665,0,-6.287,0,0.161,0.0511,0.0,0.213,0.595,179.792
415,Tujhe Bhula Diya,4r8JqkhpTb5tzSKKHnVJIJ,0.644,0.423,11,-8.702,0,0.0324,0.464,0.0,0.11,0.509,131.903
416,Haaye Oye (feat. Ash King),0oukMLKedsqQ3ltnI2daRO,0.633,0.727,11,-4.104,0,0.0383,0.173,0.0,0.153,0.543,123.959
417,Toothbrush,2dBPk9x4p5tgaEuCl3Ru2Y,0.556,0.785,7,-5.842,1,0.133,0.122,0.0,0.468,0.825,104.978
418,Chakkwein Suit,2dtoowCHQk8lvRbc8oE8kJ,0.431,0.763,0,-3.553,1,0.203,0.159,0.0,0.168,0.54,173.322
419,"Haan Main Galat (From ""Love Aaj Kal"")",068HSvCf5MbQfhV4qqaelg,0.685,0.736,0,-5.656,1,0.0521,0.0997,0.0112,0.101,0.893,117.979
420,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97
421,"Ik Vaari Aa (From ""Raabta"")",7fyiYhn7STpHvT5g0lbncC,0.512,0.752,4,-4.857,0,0.0534,0.305,0.0,0.708,0.428,127.965
422,Run,6KL88T4Ma4ABXqzgUoEwkd,0.682,0.72,11,-8.176,0,0.0382,0.321,0.0,0.205,0.649,116.988
423,Wanted,1Faq8G2y56A8fRv7HsLq25,0.797,0.731,9,-4.443,0,0.0479,0.229,0.0,0.224,0.623,146.93
424,Galway Girl,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943
425,Tere Pyaar Mein (slowed & reverb),2ZD4aIEepqZsdxPxLSuUhm,0.679,0.748,9,-5.487,0,0.054,0.111,0.0,0.183,0.406,118.945
426,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",1UWacd8x8tPPwmrPB1MoBI,0.495,0.654,3,-6.639,0,0.0679,0.713,0.0,0.165,0.35,123.896
427,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",0H2iJVgorRR0ZFgRqGUjUM,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49e-05,0.106,0.746,90.066
428,"The Breakup Song (From ""Ae Dil Hai Mushkil"")",7os7Ce1QfpEcYqIYP7yKUY,0.818,0.93,11,-2.982,1,0.247,0.33,0.0,0.658,0.831,113.988
429,Aaj Jane Ki Zid Na Karo,10xpoX1VRYvPz9KwKtKbX4,0.489,0.812,9,-6.31,0,0.18,0.286,0.0,0.0768,0.272,140.043
430,"Bulleya (From ""Ae Dil Hai Mushkil"")",0edt0Ar7ewLkMqy0jUtSWm,0.552,0.769,2,-4.504,0,0.0465,0.497,0.0,0.112,0.702,86.957
431,Jee Le Zaraa,56xpmLGCwXO7omuYtDYsvl,0.584,0.698,4,-6.61,0,0.0376,0.444,0.0,0.0699,0.436,79.995
432,Hate Me (with Juice WRLD),6kls8cSlUyHW2BUOkDJIZE,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025
433,Safari,2AnMndnV7XFk3VuuCPy6Zk,0.814,0.578,5,-6.612,0,0.0415,0.635,0.00134,0.123,0.262,102.971
434,Stay (feat. Philip Strand),0mVlTS748qNB0tBUCtOMY7,0.581,0.576,1,-10.595,1,0.0528,0.0159,0.0,0.423,0.429,127.975
435,It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
436,OK Not To Be OK,0zzVTGyRrWpQu8Fr28NRAv,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072
437,Rescue Me,5zZaxeRo4e09KUJ5sbEC7Q,0.828,0.687,5,-6.24,0,0.0509,0.0843,0.0074,0.124,0.208,119.006
438,Hide Away,7fPyCCiXVwbzPQ1MtoUChl,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997
439,Lehanga 2,1E6EwZziD55AK437Ra0b99,0.693,0.639,3,-5.215,1,0.0402,0.155,0.0,0.242,0.635,94.128
440,Good Life (with G-Eazy & Kehlani),0Oa9mHOnH14GZ4toWwkf4c,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073
441,Arrival to Earth,4u4VElxO7JM4IR4jR4TL1s,0.103,0.384,0,-16.401,0,0.0556,0.549,0.897,0.111,0.0747,79.262
442,A Thief In The Night,6IHlGWfrFM8W2WiF1DMzyI,0.611,0.677,1,-7.238,1,0.0329,0.242,0.0,0.118,0.476,91.936
443,Tenuous Winners/Returning Home,3j0anhPHIuTukHhyGlkwvp,0.16,0.144,2,-18.513,1,0.0349,0.918,0.976,0.0815,0.0335,93.584
444,Goodbye Brother,3z2SbIgI8rCwgPWePonabq,0.159,0.0272,0,-27.982,0,0.0424,0.69,0.859,0.118,0.0332,76.645
445,Captain America,4V2s08BMEqJWIfa3PcNOpR,0.224,0.4,5,-10.157,1,0.0306,0.831,0.754,0.123,0.33,94.672
446,Help Arrives - Extended,24ssTzjpXsXhoeb1wKayU0,0.76,0.796,9,-5.172,1,0.0363,0.224,1.2e-06,0.1,0.822,129.933
447,All of Me - Piano Arrangement,1xheI9jOb3iAz5VPCafand,0.469,0.364,8,-13.19,1,0.0594,0.974,0.878,0.0821,0.261,122.611
448,Call Me Simon,4pXNmo6QUWV1x2DBO32ofD,0.835,0.437,8,-13.661,0,0.234,0.00437,0.951,0.116,0.64,94.318
449,Something Worth Protecting,2JB1eqYyRpvvT3hUSa0c5R,0.566,0.844,1,-6.452,1,0.349,0.00386,0.0131,0.0916,0.128,121.934
450,The Assassin's Dagger,5uXztUX2ipi9KOCzKvvhPB,0.146,0.237,2,-19.624,1,0.0359,0.0203,0.739,0.101,0.0343,77.602
451,Claire De Lune (From Twilight),44YNPCAchsRxZz32j2tM9C,0.4,0.0311,1,-20.719,1,0.042,0.995,0.911,0.0898,0.0699,95.266
452,Halo - Opening Suite,0gAqni5NhrAoaf7aWB5P0c,0.126,0.198,4,-16.447,0,0.0323,0.97,0.957,0.222,0.0263,82.194
453,The Legend Of Zelda - Main Theme,2QSKqb1s96PggfK0hv0W8u,0.519,0.362,6,-14.709,1,0.0355,0.72,0.727,0.178,0.572,121.691
454,Justice League - The Animated Series (2001) - Main Title Theme,57Wt9CEa4UZXqHrvjJjdB8,0.367,0.474,7,-10.641,1,0.0327,0.763,0.95,0.0815,0.386,78.054
455,Ray Dean,27CfGm2CRpcAbEK8NI2WLA,0.748,0.607,10,-5.593,0,0.191,0.164,0.0,0.203,0.499,93.839
456,Royals,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7,-9.504,1,0.122,0.12,0.0,0.132,0.337,84.876
457,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853
458,Middle Of The Night,74vs7PD7iG2GnWUGnb8Yuq,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093
459,Breaking Bad Main Title Theme (Extended),2hsLpiKNkWpd4e9QuVdhar,0.631,0.426,2,-11.787,0,0.0563,0.746,0.784,0.0962,0.455,153.027
460,I Giorni - Live,2L3BJBE8XfBqSQ3wZxaLDz,0.271,0.0708,2,-25.582,1,0.0498,0.988,0.872,0.0433,0.0819,140.444
461,House Of Cards Main Title Theme,51pqlgzFBtqcRmb1CKdc56,0.478,0.487,9,-12.678,0,0.0351,0.00917,0.843,0.101,0.183,98.811
462,Battle of the Heroes,1u3nu8fNWFua6mQjw4ReEt,0.174,0.298,0,-15.017,0,0.033,0.783,0.953,0.14,0.133,89.962
463,Game Of Thrones,2q6fxAvSpqXR4jx9Ne7RGz,0.197,0.603,5,-16.116,0,0.0454,0.302,0.794,0.106,0.232,169.881
464,"The Breaking of the Fellowship (feat. ""In Dreams"")",1ykbtFnlIjmIFnZ8j6wg6i,0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577
465,"The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]",3Knohqfb9jeYzL6wMZiWLM,0.104,0.111,1,-20.031,1,0.0517,0.979,0.926,0.11,0.039,83.933
466,Galti Se Mistake,4KhA8Kmnj95CxxAVYd1U9f,0.652,0.522,11,-12.552,1,0.031,0.766,0.00661,0.103,0.25,78.005
467,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
468,Cheap Thrills,6b3b7lILUJqXcp6w9wNQSm,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972
469,What Other People Say,2h9TDNEXRhcDIV3fsoEVq9,0.652,0.472,7,-8.084,1,0.0399,0.158,0.0,0.121,0.24,126.904
470,When I Grow Up (feat. Wiz Khalifa),3LK452TFyApuFN9jjg3THO,0.642,0.655,1,-5.222,0,0.0489,0.0268,0.0,0.112,0.156,80.997
471,Tu Jaane Na,4iFPsNzNV7V9KJgcOX7TEO,0.702,0.86,7,-3.969,1,0.0345,0.361,1.33e-06,0.133,0.829,120.042
472,High Hopes,2JTGSWkFFUgilwl9r0UHqS,0.7,0.68,4,-8.472,1,0.0409,0.287,0.00517,0.0813,0.156,119.999
473,Jashn-E-Bahaaraa,1O5mTSQa0sCce9ghhDqIZl,0.7,0.343,2,-10.474,1,0.0308,0.767,0.0,0.0789,0.488,137.864
474,Karma,3zDwMOeRXIiYwlzmSMCRZF,0.826,0.708,0,-6.423,1,0.213,0.256,0.0,0.114,0.898,90.995
475,Eyes Closed,4o120XeV8els1S5bu7mzBX,0.622,0.684,10,-7.199,0,0.114,0.0323,0.0014,0.0732,0.512,173.913
476,Hedwig's Theme,1n8NKQRg8LVHy7oUhUgbFF,0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407
477,Rue's Farewell,2kAwInoNljoVi4SsYCnFeo,0.0629,0.0234,9,-20.537,0,0.0438,0.921,0.971,0.0796,0.0395,65.895
478,What About Us - Piano Arrangement,30kYW1Qf0cLa2wj1AxNEHS,0.333,0.249,1,-13.489,1,0.0343,0.97,0.87,0.121,0.0815,76.159
479,Attention - Piano Arrangement,4MlMbV73noW3fRu4S841N4,0.403,0.418,3,-12.498,0,0.0517,0.946,0.978,0.135,0.191,93.77
480,Something Just Like This - Piano Arrangement,3vT0P5juZ6m5UrN31Avw2y,0.572,0.401,11,-12.845,0,0.0415,0.966,0.882,0.1,0.101,97.951
481,Closer - Piano Arrangement,6SUyIpX8ech8tO8RyZ2Idh,0.541,0.452,5,-11.763,0,0.0444,0.96,0.891,0.115,0.242,95.004
482,Requiem for a Tower,4QVxZF4x31Jg5E4YlSpcFx,0.411,0.547,7,-11.725,0,0.041,0.396,0.928,0.108,0.24,78.526
483,Writing's on the Wall - Piano Arrangement,4Td2BScsAO2bTXPGNsNIII,0.463,0.152,5,-15.951,0,0.0519,0.992,0.937,0.0787,0.0972,125.398
484,A Sky Full of Stars - Piano Arrangement,5krTuQpNU2MmxXdhUqX4X2,0.252,0.452,6,-9.09,1,0.0407,0.95,0.885,0.0952,0.106,122.087
485,La La Land (The Piano Medley): Mia & Sebastian's Theme / Another Day of Sun / City of Stars,2EPYXBp21s7Ha4iMscjQdZ,0.4,0.299,0,-11.417,0,0.0535,0.96,0.885,0.0834,0.149,124.469
486,Hold Back the River - Piano Arrangement,5xZQKFm9mfNm59m1QgxLei,0.406,0.309,5,-14.745,1,0.0676,0.984,0.926,0.082,0.265,131.939
487,Take Me Home - Piano Arrangement,1N5VSAXfX2UbuCxmO55Cpp,0.392,0.376,9,-10.547,1,0.0384,0.954,0.919,0.118,0.088,140.434
488,Family Theme,38cLatxBiHQ4I9oFdUuzsJ,0.141,0.287,0,-20.324,1,0.0448,0.952,0.893,0.0941,0.0303,82.105
489,Stitches - Christmas Piano Arrangement,0ElPjIdTEbGsrK6CifqEqD,0.218,0.475,2,-3.657,1,0.0366,0.611,0.181,0.173,0.249,150.042
490,Surfing Dolphins,48qRLedRTIrbddH9Zm9FJO,0.172,0.497,5,-15.27,1,0.046,0.641,0.941,0.0756,0.0637,72.509
491,The Blue Planet,1zV1NHVIJbBsvhwuxgMIxk,0.082,0.408,4,-16.694,0,0.0718,0.418,0.965,0.0853,0.0373,76.41
492,Perfect,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05
493,Race to Feed - 2,1CZcbZ3MTA7JOyt5fQrcv4,0.691,0.826,2,-1.775,0,0.096,0.0362,0.00965,0.569,0.52,140.061
494,Mobula Rays,07X1XUDHCeU9l52DaGSqhy,0.657,0.701,8,-10.332,1,0.0429,0.00491,0.894,0.121,0.118,123.996
495,Turtle Spa,4F06lVx2F0vrnhOCp2jcKV,0.286,0.135,3,-20.975,1,0.0301,0.778,0.766,0.17,0.188,78.781
496,Big Blue,72rNf7mHVRrVs97Kv8a5BA,0.45,0.789,10,-11.586,0,0.041,5.8e-06,0.592,0.0833,0.542,114.944
497,Scavengers of the Deep,7qo45ymuAMa0XmgTFM5CfW,0.327,0.14,2,-18.857,1,0.0427,0.539,0.884,0.0899,0.251,133.901
498,Abyssal Plain,3Mpyw3DJsufJ0gxfj7BOEg,0.162,0.116,10,-27.141,0,0.0368,0.927,0.9,0.137,0.0392,132.904
499,Kobudai Transformation,3oEllCjRbaRJrZKtZVLsDJ,0.181,0.673,7,-8.675,1,0.0515,0.0965,9.52e-06,0.0915,0.254,186.145
500,Humboldt Squid,5n5DrEHmoBTUr2PVF9S0Wh,0.168,0.205,2,-22.518,1,0.0488,0.891,0.897,0.352,0.0377,126.819
501,Race to Feed,4Tw0uHMkxqGt25RvTf5v93,0.498,0.953,5,-1.522,0,0.16,0.0272,0.0,0.112,0.67,189.704
502,Ducks and Currents,4YAnFq9kzeXdYFBEtJnOGw,0.115,0.229,10,-19.61,0,0.0406,0.902,0.969,0.0968,0.0596,74.335
503,A Forest Awakens,2S96tCAo3u4FDJ7gQon4yU,0.316,0.361,5,-16.083,0,0.0338,0.648,0.883,0.171,0.118,100.828
504,The Story Begins,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
505,Peace and Purpose,6puMtfKhCvWrnaJhOWXzI6,0.0768,0.141,5,-29.664,0,0.0434,0.774,0.964,0.0826,0.144,81.174
506,The Rebellion Is Reborn,0xOeB16JDbBJBJKSdHbElT,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193
507,Back To December,5l6GqSxplqnZbLg0LTPQeG,0.517,0.606,2,-5.797,1,0.0289,0.0202,0.0,0.324,0.296,141.929
508,Duskwood,71mDkEBSKFMh3sEtvHgk5e,0.432,0.553,10,-12.296,1,0.0293,0.681,0.903,0.297,0.0682,139.988
509,Night Without Stars,5og1HzVWctdhPEGBa53sgf,0.158,0.285,9,-25.842,1,0.0398,0.477,0.906,0.119,0.0967,104.998
510,Dr. Ford,5hTfEd3FCA4BuiQhN2tYCH,0.223,0.406,2,-17.346,0,0.1,0.963,0.969,0.33,0.473,86.45
511,"Murder Train - From ""How I Met Your Mother: Season 3""",1QvpsbjYAVVFvFrWVC0qnQ,0.556,0.712,9,-6.853,1,0.0336,0.00119,0.00222,0.0676,0.727,132.974
512,Disability,1s3h6DgnSTO8256gYkADf4,0.409,0.244,9,-14.598,0,0.076,0.822,0.0255,0.118,0.119,136.077
513,Kills You Slowly - Sick Individuals Remix,4l9yx16yycS4h3SaneVn8i,0.56,0.905,11,-4.18,0,0.0453,0.00173,3.16e-06,0.151,0.283,127.997
514,Challa,6wXPV6dNRAhFavrRaCdMXT,0.776,0.795,0,-5.454,1,0.0485,0.121,0.0,0.138,0.569,117.989
515,This City Remix (feat. Kane Brown),3H3r2nKWa3Yk5gt8xgmsEt,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877
516,This City - Acoustic,3H3r2nKWa3Yk5gt8xgmsEt,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877
517,Helplessly,1pvGWSvIXr8PTk8nC4SnXK,0.51,0.185,11,-13.651,1,0.0644,0.925,0.0,0.122,0.418,79.092
518,Us,3iwyrwCSsi96c4WgTeM06i,0.634,0.642,4,-10.374,1,0.0306,0.0762,0.618,0.117,0.118,122.001
519,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023
520,No Love,08Isz2ETWSBhvIl8UpKYsp,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034
521,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",46hzNOUOAlivuCZZ0wE3zi,0.762,0.717,7,-8.316,0,0.0372,0.315,1.87e-05,0.0914,0.958,109.996
522,Deva Deva,0IGXY47K2ha3AHfX57wY1O,0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062
